,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2000-01-18,1449.716892844412,1357.9577819868393,1603.7537795935375,1449.716892844412,1449.716892844412,36.651719375270936,36.651719375270936,36.651719375270936,15.926825636895877,15.926825636895877,15.926825636895877,1.5060391550633054,1.5060391550633054,1.5060391550633054,19.218854583311764,19.218854583311764,19.218854583311764,0.0,0.0,0.0,1486.368612219683
11,2000-01-19,1449.4800356155656,1374.4557188582314,1607.624069124151,1449.4800356155656,1449.4800356155656,35.46675781841523,35.46675781841523,35.46675781841523,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697535361,0.9875578697535361,0.9875578697535361,18.55237431176582,18.55237431176582,18.55237431176582,0.0,0.0,0.0,1484.946793433981
12,2000-01-20,1449.243178386719,1362.0220820231461,1606.540260448282,1449.243178386719,1449.243178386719,35.23467403587263,35.23467403587263,35.23467403587263,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093790939,1.4781520093790939,1.4781520093790939,17.829696389597657,17.829696389597657,17.829696389597657,0.0,0.0,0.0,1484.4778524225915
13,2000-01-21,1449.006321157872,1358.0742799524846,1607.115771027344,1449.006321157872,1449.006321157872,33.15240545760063,33.15240545760063,33.15240545760063,15.926825636895877,15.926825636895877,15.926825636895877,0.15432435539408218,0.15432435539408218,0.15432435539408218,17.07125546531067,17.07125546531067,17.07125546531067,0.0,0.0,0.0,1482.1587266154727
14,2000-01-24,1448.2957494713319,1356.7950498601174,1589.5945069362751,1448.2957494713319,1448.2957494713319,30.58332642119133,30.58332642119133,30.58332642119133,15.926825636895877,15.926825636895877,15.926825636895877,-0.14436516631444604,-0.14436516631444604,-0.14436516631444604,14.800865950609897,14.800865950609897,14.800865950609897,0.0,0.0,0.0,1478.8790758925231
15,2000-01-25,1448.058892242485,1351.4285213230544,1598.5384971526432,1448.058892242485,1448.058892242485,31.55250923937584,31.55250923937584,31.55250923937584,15.926825636895877,15.926825636895877,15.926825636895877,1.506039155063428,1.506039155063428,1.506039155063428,14.119644447416533,14.119644447416533,14.119644447416533,0.0,0.0,0.0,1479.6114014818609
16,2000-01-26,1447.8220350136385,1358.0914388852846,1607.3063014320005,1447.8220350136385,1447.8220350136385,30.42571252652653,30.42571252652653,30.42571252652653,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697531338,0.9875578697531338,0.9875578697531338,13.511329019877518,13.511329019877518,13.511329019877518,0.0,0.0,0.0,1478.247747540165
17,2000-01-27,1447.5851777847915,1359.5184121367388,1604.9331618806177,1447.5851777847915,1447.5851777847915,30.39953863200354,30.39953863200354,30.39953863200354,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093793115,1.4781520093793115,1.4781520093793115,12.994560985728347,12.994560985728347,12.994560985728347,0.0,0.0,0.0,1477.984716416795
18,2000-01-28,1447.3483205559448,1359.7910777702452,1606.2292690864347,1447.3483205559448,1447.3483205559448,28.666681743630658,28.666681743630658,28.666681743630658,15.926825636895877,15.926825636895877,15.926825636895877,0.15432435539626227,0.15432435539626227,0.15432435539626227,12.585531751338516,12.585531751338516,12.585531751338516,0.0,0.0,0.0,1476.0150022995756
19,2000-01-31,1446.6377488694047,1350.8127504733336,1597.8797183749805,1446.6377488694047,1446.6377488694047,27.901919726320138,27.901919726320138,27.901919726320138,15.926825636895877,15.926825636895877,15.926825636895877,-0.14436516631309199,-0.14436516631309199,-0.14436516631309199,12.119459255737349,12.119459255737349,12.119459255737349,0.0,0.0,0.0,1474.5396685957248
20,2000-02-01,1446.4008916405578,1355.2104777425357,1605.5982167637544,1446.4008916405578,1446.4008916405578,29.670240660896944,29.670240660896944,29.670240660896944,15.926825636895877,15.926825636895877,15.926825636895877,1.506039155063686,1.506039155063686,1.506039155063686,12.237375868937377,12.237375868937377,12.237375868937377,0.0,0.0,0.0,1476.0711323014548
21,2000-02-02,1446.164034411711,1351.9224862092067,1598.2457475165306,1446.164034411711,1446.164034411711,29.405839205956305,29.405839205956305,29.405839205956305,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697532645,0.9875578697532645,0.9875578697532645,12.49145569930716,12.49145569930716,12.49145569930716,0.0,0.0,0.0,1475.5698736176673
22,2000-02-03,1445.9271771828644,1358.3291646045236,1607.1730936548408,1445.9271771828644,1445.9271771828644,30.279928890229918,30.279928890229918,30.279928890229918,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093795208,1.4781520093795208,1.4781520093795208,12.874951243954516,12.874951243954516,12.874951243954516,0.0,0.0,0.0,1476.2071060730943
23,2000-02-04,1445.6903199540177,1359.393942133122,1603.341325139592,1445.6903199540177,1445.6903199540177,29.457963904636188,29.457963904636188,29.457963904636188,15.926825636895877,15.926825636895877,15.926825636895877,0.15432435539513714,0.15432435539513714,0.15432435539513714,13.376813912345169,13.376813912345169,13.376813912345169,0.0,0.0,0.0,1475.148283858654
24,2000-02-07,1444.9797482674776,1362.4537895673109,1602.2559872004147,1444.9797482674776,1444.9797482674776,31.204123363209284,31.204123363209284,31.204123363209284,15.926825636895877,15.926825636895877,15.926825636895877,-0.14436516631609103,-0.14436516631609103,-0.14436516631609103,15.421662892629493,15.421662892629493,15.421662892629493,0.0,0.0,0.0,1476.1838716306868
25,2000-02-08,1444.7428910386307,1357.1418845443434,1598.333088200087,1444.7428910386307,1444.7428910386307,33.64112431333271,33.64112431333271,33.64112431333271,15.926825636895877,15.926825636895877,15.926825636895877,1.5060391550634034,1.5060391550634034,1.5060391550634034,16.20825952137343,16.20825952137343,16.20825952137343,0.0,0.0,0.0,1478.3840153519634
26,2000-02-09,1444.506033809784,1353.904470600616,1600.3066257333512,1444.506033809784,1444.506033809784,33.91708415638559,33.91708415638559,33.91708415638559,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697531169,0.9875578697531169,0.9875578697531169,17.0027006497366,17.0027006497366,17.0027006497366,0.0,0.0,0.0,1478.4231179661695
27,2000-02-10,1444.2691765809373,1351.469378130404,1605.0091320831739,1444.2691765809373,1444.2691765809373,35.18003930431017,35.18003930431017,35.18003930431017,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093797385,1.4781520093797385,1.4781520093797385,17.775061658034556,17.775061658034556,17.775061658034556,0.0,0.0,0.0,1479.4492158852474
28,2000-02-11,1444.0323193520906,1358.3947290026626,1601.2049914217826,1444.0323193520906,1444.0323193520906,34.57541271473401,34.57541271473401,34.57541271473401,15.926825636895877,15.926825636895877,15.926825636895877,0.15432435539319533,0.15432435539319533,0.15432435539319533,18.49426272244493,18.49426272244493,18.49426272244493,0.0,0.0,0.0,1478.6077320668246
29,2000-02-14,1443.3217476655504,1351.8759116107922,1591.9772974623372,1443.3217476655504,1443.3217476655504,35.80270893689597,35.80270893689597,35.80270893689597,15.926825636895877,15.926825636895877,15.926825636895877,-0.14436516631423882,-0.14436516631423882,-0.14436516631423882,20.02024846631433,20.02024846631433,20.02024846631433,0.0,0.0,0.0,1479.1244566024463
30,2000-02-15,1443.0848904367035,1368.100050357092,1598.1820654285384,1443.0848904367035,1443.0848904367035,37.65166584478013,37.65166584478013,37.65166584478013,15.926825636895877,15.926825636895877,15.926825636895877,1.5060391550635261,1.5060391550635261,1.5060391550635261,20.218801052820726,20.218801052820726,20.218801052820726,0.0,0.0,0.0,1480.7365562814837
31,2000-02-16,1442.8480332078568,1353.3835898519155,1596.3031973871937,1442.8480332078568,1442.8480332078568,37.13179912409744,37.13179912409744,37.13179912409744,15.926825636895877,15.926825636895877,15.926825636895877,0.987557869753225,0.987557869753225,0.987557869753225,20.217415617448335,20.217415617448335,20.217415617448335,0.0,0.0,0.0,1479.9798323319542
32,2000-02-17,1442.61117597901,1347.4421197566446,1602.4778214841272,1442.61117597901,1442.61117597901,37.398525628044545,37.398525628044545,37.398525628044545,15.926825636895877,15.926825636895877,15.926825636895877,1.478152009379361,1.478152009379361,1.478152009379361,19.993547981769304,19.993547981769304,19.993547981769304,0.0,0.0,0.0,1480.0097016070547
33,2000-02-18,1442.3743187501634,1357.4627752775993,1602.7241256739426,1442.3743187501634,1442.3743187501634,35.609581119937914,35.609581119937914,35.609581119937914,15.926825636895877,15.926825636895877,15.926825636895877,0.15432435539619255,0.15432435539619255,0.15432435539619255,19.528431127645845,19.528431127645845,19.528431127645845,0.0,0.0,0.0,1477.9838998701014
34,2000-02-22,1441.4268898347764,1362.5748109500503,1606.5020779554934,1441.4268898347764,1441.4268898347764,32.470626659059945,32.470626659059945,32.470626659059945,15.926825636895877,15.926825636895877,15.926825636895877,1.506039155063784,1.506039155063784,1.506039155063784,15.037761867100281,15.037761867100281,15.037761867100281,0.0,0.0,0.0,1473.8975164938363
35,2000-02-23,1441.1900326059297,1346.4666862758406,1590.6174388465354,1441.1900326059297,1441.1900326059297,30.161069351023823,30.161069351023823,30.161069351023823,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697533329,0.9875578697533329,0.9875578697533329,13.246685844374609,13.246685844374609,13.246685844374609,0.0,0.0,0.0,1471.3511019569535
36,2000-02-24,1440.953175377083,1342.6903420317196,1597.6876862638564,1440.953175377083,1440.953175377083,28.60700725361676,28.60700725361676,28.60700725361676,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093792773,1.4781520093792773,1.4781520093792773,11.2020296073416,11.2020296073416,11.2020296073416,0.0,0.0,0.0,1469.5601826306997
37,2000-02-25,1440.7163181482363,1335.5031192278675,1588.4150683646126,1440.7163181482363,1440.7163181482363,25.000745375561362,25.000745375561362,25.000745375561362,15.926825636895877,15.926825636895877,15.926825636895877,0.1543243553950674,0.1543243553950674,0.1543243553950674,8.919595383270414,8.919595383270414,8.919595383270414,0.0,0.0,0.0,1465.7170635237976
38,2000-02-28,1440.005746461696,1320.9764220844918,1580.2578283358848,1440.005746461696,1440.005746461696,16.65443685904355,16.65443685904355,16.65443685904355,15.926825636895877,15.926825636895877,15.926825636895877,-0.14436516631103274,-0.14436516631103274,-0.14436516631103274,0.8719763884587027,0.8719763884587027,0.8719763884587027,0.0,0.0,0.0,1456.6601833207394
39,2000-02-29,1439.7688892328492,1327.740705945506,1582.9338311964964,1439.7688892328492,1439.7688892328492,15.317193622109347,15.317193622109347,15.317193622109347,15.926825636895877,15.926825636895877,15.926825636895877,1.5060391550633663,1.5060391550633663,1.5060391550633663,-2.1156711698498962,-2.1156711698498962,-2.1156711698498962,0.0,0.0,0.0,1455.0860828549585
40,2000-03-01,1439.5320320040025,1325.6992157486127,1573.3955690221796,1439.5320320040028,1439.5320320040028,11.713764161560764,11.713764161560764,11.713764161560764,15.926825636895877,15.926825636895877,15.926825636895877,0.9875578697532312,0.9875578697532312,0.9875578697532312,-5.200619345088347,-5.200619345088347,-5.200619345088347,0.0,0.0,0.0,1451.2457961655632
41,2000-03-02,1439.2951747751556,1313.5227439051037,1567.771046174937,1439.2951747751556,1439.2951747751556,9.058512697214136,9.058512697214136,9.058512697214136,15.926825636895877,15.926825636895877,15.926825636895877,1.4781520093800893,1.4781520093800893,1.4781520093800893,-8.346464949061831,-8.346464949061831,-8.346464949061831,0.0,0.0,0.0,1448.3536874723698
